rule,support,confidence,lift,antecedents_str,consequents_str
"{humidity=VeryHumid, season=Monsoon} → {temp=Medium}",0.11772025883524141,0.7779605263157895,1.9871871549503128,"humidity=VeryHumid, season=Monsoon",temp=Medium
"{solar=Medium, temp=Low, wind=Light} → {precip=None, uhi=Neutral}",0.0858636137381782,0.6010452961672474,1.9860197368421055,"solar=Medium, temp=Low, wind=Light","precip=None, uhi=Neutral"
"{anomaly=Normal, season=Monsoon, uhi=Neutral} → {temp=Medium}",0.08885017421602788,0.7727272727272728,1.9738195688608913,"anomaly=Normal, season=Monsoon, uhi=Neutral",temp=Medium
"{anomaly=Normal, solar=High} → {season=Monsoon}",0.140119462419114,0.6486175115207373,1.941985962213355,"anomaly=Normal, solar=High",season=Monsoon
"{anomaly=Normal, solar=High, wind=Light} → {season=Monsoon}",0.0858636137381782,0.6261343012704175,1.874670359541384,"anomaly=Normal, solar=High, wind=Light",season=Monsoon
"{humidity=VeryHumid, uhi=Neutral} → {temp=Medium}",0.11100049776007964,0.726384364820847,1.855443342562087,"humidity=VeryHumid, uhi=Neutral",temp=Medium
"{humidity=VeryHumid, wind=Light} → {temp=Medium}",0.08511697361871579,0.7200000000000001,1.839135410044501,"humidity=VeryHumid, wind=Light",temp=Medium
"{solar=High, uhi=Neutral} → {temp=Medium}",0.09830761572921852,0.7181818181818183,1.8344911287060048,"solar=High, uhi=Neutral",temp=Medium
{precip=Light} → {season=Monsoon},0.15032354405176704,0.608257804632427,1.8211474359262978,precip=Light,season=Monsoon
"{anomaly=Normal, humidity=VeryHumid} → {uhi=Neutral}",0.10428073668491787,0.8568507157464214,1.810108399510579,"anomaly=Normal, humidity=VeryHumid",uhi=Neutral
"{precip=None, season=Summer, wind=Light} → {solar=High}",0.0856147336983574,0.6705653021442495,1.804642588088141,"precip=None, season=Summer, wind=Light",solar=High
"{solar=High, temp=High} → {season=Monsoon}",0.10328521652563465,0.6014492753623188,1.8007624354737684,"solar=High, temp=High",season=Monsoon
{season=Post-Monsoon} → {temp=Medium},0.1172224987555998,0.7019374068554396,1.7929971396981286,season=Post-Monsoon,temp=Medium
"{anomaly=Normal, humidity=VeryHumid} → {temp=Medium}",0.08511697361871579,0.6993865030674847,1.7864812265258445,"anomaly=Normal, humidity=VeryHumid",temp=Medium
"{anomaly=Normal, season=Monsoon, temp=High} → {solar=High}",0.08461921353907417,0.6627680311890838,1.7836583719475811,"anomaly=Normal, season=Monsoon, temp=High",solar=High
"{anomaly=Normal, humidity=VeryHumid, season=Monsoon} → {uhi=Neutral}",0.08511697361871579,0.8402948402948404,1.775133895007712,"anomaly=Normal, humidity=VeryHumid, season=Monsoon",uhi=Neutral
"{anomaly=Normal, temp=High} → {solar=High}",0.10975609756097561,0.6582089552238806,1.7713888694504705,"anomaly=Normal, temp=High",solar=High
{humidity=VeryHumid} → {temp=Medium},0.1326530612244898,0.6922077922077923,1.7681442524417732,humidity=VeryHumid,temp=Medium
"{humidity=VeryHumid, temp=Medium} → {uhi=Neutral}",0.11100049776007964,0.8367729831144465,1.7676939254226318,"humidity=VeryHumid, temp=Medium",uhi=Neutral
"{anomaly=Normal, season=Monsoon, temp=Medium} → {uhi=Neutral}",0.08885017421602788,0.8360655737704918,1.7661995138852977,"anomaly=Normal, season=Monsoon, temp=Medium",uhi=Neutral
"{season=Summer, wind=Light} → {solar=High}",0.11572921851667496,0.6540084388185654,1.7600843316630916,"season=Summer, wind=Light",solar=High
"{precip=None, season=Post-Monsoon} → {temp=Medium}",0.10228969636635142,0.6872909698996656,1.7555849440920892,"precip=None, season=Post-Monsoon",temp=Medium
"{humidity=VeryHumid, season=Monsoon, temp=Medium} → {uhi=Neutral}",0.09780985564957691,0.8308668076109937,1.7552170520404693,"humidity=VeryHumid, season=Monsoon, temp=Medium",uhi=Neutral
"{precip=None, season=Post-Monsoon} → {solar=Medium}",0.11398705823792932,0.7658862876254181,1.7366428350332561,"precip=None, season=Post-Monsoon",solar=Medium
"{humidity=Moderate, precip=None, season=Winter, temp=Low} → {solar=Medium}",0.08138377302140368,0.765807962529274,1.7364652333197645,"humidity=Moderate, precip=None, season=Winter, temp=Low",solar=Medium
"{humidity=Moderate, precip=None, season=Winter} → {solar=Medium}",0.08735689397710304,0.7630434782608696,1.7301967808420846,"humidity=Moderate, precip=None, season=Winter",solar=Medium
"{humidity=VeryHumid, wind=Light} → {uhi=Neutral}",0.09656545545047288,0.8168421052631579,1.7255896839891527,"humidity=VeryHumid, wind=Light",uhi=Neutral
"{humidity=Moderate, season=Winter, temp=Low} → {solar=Medium}",0.08461921353907417,0.7589285714285715,1.7208662528216705,"humidity=Moderate, season=Winter, temp=Low",solar=Medium
"{humidity=Moderate, season=Winter} → {solar=Medium}",0.09208561473369836,0.7566462167689162,1.7156910265110075,"humidity=Moderate, season=Winter",solar=Medium
"{humidity=Moderate, precip=None, temp=Low} → {solar=Medium}",0.1012941762070682,0.7523105360443623,1.7058598949358057,"humidity=Moderate, precip=None, temp=Low",solar=Medium
"{precip=None, season=Summer} → {solar=High}",0.11548033847685416,0.6330150068212824,1.7035862675203703,"precip=None, season=Summer",solar=High
{season=Post-Monsoon} → {solar=Medium},0.1249377799900448,0.7481371087928465,1.696396672195066,season=Post-Monsoon,solar=Medium
"{humidity=Moderate, temp=Low} → {solar=Medium}",0.10502737680438029,0.7429577464788732,1.6846524973770387,"humidity=Moderate, temp=Low",solar=Medium
{humidity=VeryHumid} → {uhi=Neutral},0.1528123444499751,0.7974025974025973,1.6845234681196823,humidity=VeryHumid,uhi=Neutral
"{season=Monsoon, temp=Medium} → {uhi=Neutral}",0.11821801891488302,0.794314381270903,1.6779995709497835,"season=Monsoon, temp=Medium",uhi=Neutral
"{season=Post-Monsoon, solar=Medium} → {temp=Medium}",0.08163265306122448,0.6533864541832669,1.668980783794257,"season=Post-Monsoon, solar=Medium",temp=Medium
{season=Summer} → {solar=High},0.1560477849676456,0.6195652173913043,1.6673898482774687,season=Summer,solar=High
"{temp=High, wind=Light} → {solar=High}",0.1095072175211548,0.6153846153846154,1.656138904631872,"temp=High, wind=Light",solar=High
"{anomaly=BelowNormal, precip=None} → {solar=Medium}",0.11249377799900448,0.725521669341894,1.6451162908666648,"anomaly=BelowNormal, precip=None",solar=Medium
"{precip=None, uhi=Cooling} → {solar=Medium}",0.10627177700348432,0.7249575551782682,1.643837165184132,"precip=None, uhi=Cooling",solar=Medium
"{solar=Medium, temp=Low, uhi=Neutral} → {precip=None, wind=Light}",0.0858636137381782,0.6913827655310621,1.635065304240028,"solar=Medium, temp=Low, uhi=Neutral","precip=None, wind=Light"
"{anomaly=Normal, season=Monsoon, wind=Light} → {solar=High}",0.0858636137381782,0.6042031523642732,1.6260470637639988,"anomaly=Normal, season=Monsoon, wind=Light",solar=High
"{precip=None, temp=Low, wind=Light} → {solar=Medium}",0.13115978098556497,0.7170068027210885,1.625808878856283,"precip=None, temp=Low, wind=Light",solar=Medium
"{precip=None, uhi=Mild} → {solar=High}",0.08113489298158287,0.6037037037037036,1.6247029346828408,"precip=None, uhi=Mild",solar=High
"{precip=None, temp=Low} → {solar=Medium}",0.18442010950721752,0.7159420289855073,1.6233945104197338,"precip=None, temp=Low",solar=Medium
"{humidity=VeryHumid, season=Monsoon} → {uhi=Neutral}",0.11597809855649577,0.7664473684210527,1.6191301400188167,"humidity=VeryHumid, season=Monsoon",uhi=Neutral
{uhi=Cooling} → {solar=Medium},0.10851169736187158,0.7135842880523732,1.618048346159388,uhi=Cooling,solar=Medium
"{precip=None, season=Winter, temp=Low, wind=Light} → {solar=Medium}",0.10004977600796416,0.7115044247787611,1.61333226792385,"precip=None, season=Winter, temp=Low, wind=Light",solar=Medium
"{humidity=Moderate, uhi=Neutral} → {precip=None, wind=Light}",0.10353409656545545,0.6797385620915033,1.6075276883364686,"humidity=Moderate, uhi=Neutral","precip=None, wind=Light"
"{precip=None, season=Winter, wind=Light} → {solar=Medium}",0.10428073668491787,0.7077702702702703,1.6048650936489537,"precip=None, season=Winter, wind=Light",solar=Medium
"{precip=None, season=Winter, temp=Low} → {solar=Medium}",0.141363862618218,0.7073474470734744,1.6039063444363546,"precip=None, season=Winter, temp=Low",solar=Medium
"{precip=None, season=Winter} → {solar=Medium}",0.14957690393230463,0.7062279670975323,1.6013679299085128,"precip=None, season=Winter",solar=Medium
"{precip=None, season=Winter, temp=Low, uhi=Neutral} → {solar=Medium}",0.09133897461423594,0.6977186311787072,1.5820730587336602,"precip=None, season=Winter, temp=Low, uhi=Neutral",solar=Medium
"{season=Post-Monsoon, temp=Medium} → {solar=Medium}",0.08163265306122448,0.6963906581740976,1.579061887439912,"season=Post-Monsoon, temp=Medium",solar=Medium
"{precip=None, season=Winter, uhi=Neutral} → {solar=Medium}",0.09581881533101046,0.6949458483754514,1.575785789375036,"precip=None, season=Winter, uhi=Neutral",solar=Medium
"{season=Monsoon, solar=High, temp=High} → {anomaly=Normal}",0.08461921353907417,0.819277108433735,1.5720417486565175,"season=Monsoon, solar=High, temp=High",anomaly=Normal
"{season=Winter, wind=Light} → {uhi=Neutral}",0.12618218018914884,0.7434017595307918,1.5704459883253004,"season=Winter, wind=Light",uhi=Neutral
"{humidity=Moderate, temp=Low} → {precip=None, wind=Light}",0.093827775012444,0.6637323943661972,1.5696743734922782,"humidity=Moderate, temp=Low","precip=None, wind=Light"
"{season=Winter, temp=Low, wind=Light} → {uhi=Neutral}",0.11996017919362867,0.7426810477657935,1.5689234752486636,"season=Winter, temp=Low, wind=Light",uhi=Neutral
"{season=Monsoon, solar=High, wind=Light} → {anomaly=Normal}",0.0858636137381782,0.8156028368794327,1.5649914988450624,"season=Monsoon, solar=High, wind=Light",anomaly=Normal
"{precip=None, temp=Low, uhi=Neutral, wind=Light} → {solar=Medium}",0.0858636137381782,0.6900000000000001,1.5645711060948082,"precip=None, temp=Low, uhi=Neutral, wind=Light",solar=Medium
"{precip=None, temp=Low, uhi=Neutral} → {solar=Medium}",0.10975609756097561,0.6869158878504673,1.5575778992004388,"precip=None, temp=Low, uhi=Neutral",solar=Medium
"{season=Monsoon, solar=High} → {anomaly=Normal}",0.140119462419114,0.8112391930835735,1.5566184707783184,"season=Monsoon, solar=High",anomaly=Normal
"{solar=Medium, uhi=Cooling} → {precip=None}",0.10627177700348432,0.9793577981651376,1.5510680461283102,"solar=Medium, uhi=Cooling",precip=None
"{season=Winter, solar=Medium, temp=Low} → {precip=None, wind=Light}",0.10004977600796416,0.6557911908646004,1.5508940582071598,"season=Winter, solar=Medium, temp=Low","precip=None, wind=Light"
"{solar=Medium, temp=Low} → {precip=None, wind=Light}",0.13115978098556497,0.6530359355638167,1.5443780983492734,"solar=Medium, temp=Low","precip=None, wind=Light"
"{temp=Low, wind=Light} → {solar=Medium}",0.14285714285714285,0.6800947867298578,1.5421110909032554,"temp=Low, wind=Light",solar=Medium
"{humidity=Moderate, solar=Medium, temp=Low} → {precip=None}",0.1012941762070682,0.9644549763033176,1.5274655478071464,"humidity=Moderate, solar=Medium, temp=Low",precip=None
{uhi=Cooling} → {precip=None},0.14659034345445496,0.9639934533551555,1.5267346060626783,uhi=Cooling,precip=None
"{temp=Low, uhi=Cooling} → {precip=None}",0.09208561473369836,0.9635416666666666,1.5260190842202077,"temp=Low, uhi=Cooling",precip=None
"{humidity=Moderate, season=Winter, solar=Medium, temp=Low} → {precip=None}",0.08138377302140368,0.9617647058823527,1.5232048041920747,"humidity=Moderate, season=Winter, solar=Medium, temp=Low",precip=None
{temp=Low} → {solar=Medium},0.20084619213539073,0.670265780730897,1.5198238752690432,temp=Low,solar=Medium
"{season=Winter, solar=Medium} → {precip=None, wind=Light}",0.10428073668491787,0.6416539050535988,1.5174605005917363,"season=Winter, solar=Medium","precip=None, wind=Light"
"{anomaly=Normal, precip=None, temp=Low} → {solar=Medium}",0.08163265306122448,0.6680244399185336,1.514741647625659,"anomaly=Normal, precip=None, temp=Low",solar=Medium
"{precip=None, season=Winter, wind=Light} → {uhi=Neutral}",0.1055251368840219,0.7162162162162162,1.5130161707448773,"precip=None, season=Winter, wind=Light",uhi=Neutral
"{season=Winter, temp=Low, wind=Light} → {solar=Medium}",0.10776505724240916,0.6671802773497689,1.5128275137648823,"season=Winter, temp=Low, wind=Light",solar=Medium
"{season=Winter, solar=Medium, wind=Light} → {uhi=Neutral}",0.08088601294176206,0.7158590308370043,1.5122616119364265,"season=Winter, solar=Medium, wind=Light",uhi=Neutral
"{humidity=Moderate, season=Winter, temp=Low} → {precip=None}",0.10627177700348432,0.953125,1.5095215806070161,"humidity=Moderate, season=Winter, temp=Low",precip=None
"{season=Winter, wind=Light} → {solar=Medium}",0.11299153807864609,0.6656891495601173,1.5094463899167896,"season=Winter, wind=Light",solar=Medium
"{humidity=Moderate, temp=Low} → {precip=None}",0.13464410154305625,0.9524647887323945,1.5084759641808283,"humidity=Moderate, temp=Low",precip=None
"{precip=None, season=Winter, temp=Low, wind=Light} → {uhi=Neutral}",0.10029865604778497,0.7132743362831858,1.5068014107181076,"precip=None, season=Winter, temp=Low, wind=Light",uhi=Neutral
"{temp=Low, wind=Light} → {uhi=Neutral}",0.14982578397212543,0.7132701421800948,1.5067925506202002,"temp=Low, wind=Light",uhi=Neutral
"{humidity=Moderate, season=Winter, solar=Medium} → {precip=None}",0.08735689397710304,0.9486486486486486,1.5024321128381042,"humidity=Moderate, season=Winter, solar=Medium",precip=None
{anomaly=BelowNormal} → {solar=Medium},0.16226978596316574,0.6619289340101522,1.5009201223774218,anomaly=BelowNormal,solar=Medium
"{humidity=Moderate, temp=Low, wind=Light} → {precip=None}",0.093827775012444,0.9472361809045227,1.5001951024337297,"humidity=Moderate, temp=Low, wind=Light",precip=None
"{temp=Low, uhi=Neutral} → {precip=None, wind=Light}",0.12444001991040318,0.6313131313131313,1.4930053923579527,"temp=Low, uhi=Neutral","precip=None, wind=Light"
{season=Winter} → {solar=Medium},0.16251866600298656,0.6576032225579054,1.4911115960709163,season=Winter,solar=Medium
"{humidity=Moderate, season=Winter} → {precip=None}",0.11448481831757093,0.9406952965235174,1.4898359091176558,"humidity=Moderate, season=Winter",precip=None
"{season=Winter, temp=Low} → {solar=Medium}",0.1525634644101543,0.6556149732620321,1.4866032520128922,"season=Winter, temp=Low",solar=Medium
"{humidity=Moderate, temp=Low, uhi=Neutral} → {precip=None}",0.08138377302140368,0.9369627507163323,1.4839244510753737,"humidity=Moderate, temp=Low, uhi=Neutral",precip=None
"{season=Winter, temp=Low, uhi=Neutral} → {precip=None, wind=Light}",0.10029865604778497,0.6267496111975117,1.4822130298949983,"season=Winter, temp=Low, uhi=Neutral","precip=None, wind=Light"
"{anomaly=BelowNormal, temp=Low} → {precip=None}",0.09830761572921852,0.933806146572104,1.478925146600991,"anomaly=BelowNormal, temp=Low",precip=None
"{season=Monsoon, uhi=Neutral} → {anomaly=Normal}",0.11498257839721254,0.77,1.4774880611270298,"season=Monsoon, uhi=Neutral",anomaly=Normal
"{season=Winter, uhi=Neutral} → {precip=None, wind=Light}",0.1055251368840219,0.6244477172312224,1.4767692335697773,"season=Winter, uhi=Neutral","precip=None, wind=Light"
"{season=Winter, solar=Medium, temp=Low, wind=Light} → {precip=None}",0.10004977600796416,0.9284064665127021,1.4703733474371452,"season=Winter, solar=Medium, temp=Low, wind=Light",precip=None
"{season=Winter, solar=Medium, temp=Low} → {precip=None}",0.141363862618218,0.9265905383360521,1.4674973523982096,"season=Winter, solar=Medium, temp=Low",precip=None
"{season=Winter, solar=Medium, wind=Light} → {precip=None}",0.10428073668491787,0.9229074889867842,1.461664284883287,"season=Winter, solar=Medium, wind=Light",precip=None
"{temp=Low, uhi=Neutral, wind=Light} → {solar=Medium}",0.09631657541065207,0.6428571428571429,1.4576749435665914,"temp=Low, uhi=Neutral, wind=Light",solar=Medium
"{season=Winter, solar=Medium} → {precip=None}",0.14957690393230463,0.9203675344563553,1.4576416056151502,"season=Winter, solar=Medium",precip=None
"{anomaly=BelowNormal, wind=Light} → {solar=Medium}",0.11100049776007964,0.641726618705036,1.4551114864316224,"anomaly=BelowNormal, wind=Light",solar=Medium
"{solar=Medium, temp=Low} → {precip=None}",0.18442010950721752,0.9182156133828997,1.454233478349425,"solar=Medium, temp=Low",precip=None
"{solar=Medium, temp=Low, wind=Light} → {precip=None}",0.13115978098556497,0.9181184668989548,1.4540796216003156,"solar=Medium, temp=Low, wind=Light",precip=None
"{season=Winter, uhi=Neutral, wind=Light} → {solar=Medium}",0.08088601294176206,0.641025641025641,1.45352202349945,"season=Winter, uhi=Neutral, wind=Light",solar=Medium
"{anomaly=BelowNormal, uhi=Neutral} → {solar=Medium}",0.08486809357889498,0.6409774436090226,1.4534127361292624,"anomaly=BelowNormal, uhi=Neutral",solar=Medium
"{season=Winter, temp=Low} → {uhi=Neutral}",0.1600298656047785,0.6877005347593582,1.4527764188554686,"season=Winter, temp=Low",uhi=Neutral
"{humidity=Moderate, uhi=Neutral, wind=Light} → {precip=None}",0.10353409656545545,0.9162995594713657,1.4511989081418792,"humidity=Moderate, uhi=Neutral, wind=Light",precip=None
"{anomaly=Normal, temp=Medium, wind=Light} → {uhi=Neutral}",0.08362369337979095,0.6857142857142858,1.4485804416403787,"anomaly=Normal, temp=Medium, wind=Light",uhi=Neutral
"{anomaly=Normal, solar=Medium, temp=Low} → {precip=None}",0.08163265306122448,0.9136490250696377,1.4470010968584173,"anomaly=Normal, solar=Medium, temp=Low",precip=None
"{humidity=Moderate, solar=Medium, uhi=Neutral} → {precip=None}",0.08412145345943256,0.9135135135135135,1.4467864790292855,"humidity=Moderate, solar=Medium, uhi=Neutral",precip=None
"{season=Post-Monsoon, solar=Medium} → {precip=None}",0.11398705823792932,0.9123505976095617,1.4449446989338663,"season=Post-Monsoon, solar=Medium",precip=None
{season=Winter} → {uhi=Neutral},0.16898954703832753,0.6837865055387714,1.4445079806807484,season=Winter,uhi=Neutral
"{temp=Low} → {precip=None, wind=Light}",0.18292682926829268,0.6104651162790697,1.443701493354504,temp=Low,"precip=None, wind=Light"
"{anomaly=BelowNormal, season=Post-Monsoon} → {precip=None}",0.08636137381781982,0.910761154855643,1.442427402526596,"anomaly=BelowNormal, season=Post-Monsoon",precip=None
"{season=Monsoon, temp=Medium, uhi=Neutral} → {anomaly=Normal}",0.08885017421602788,0.7515789473684211,1.4421414567938473,"season=Monsoon, temp=Medium, uhi=Neutral",anomaly=Normal
"{precip=None, temp=Low, wind=Light} → {uhi=Neutral}",0.12444001991040318,0.6802721088435374,1.4370837714686293,"precip=None, temp=Low, wind=Light",uhi=Neutral
"{precip=Light, season=Monsoon} → {anomaly=Normal}",0.11249377799900448,0.7483443708609272,1.4359349007255042,"precip=Light, season=Monsoon",anomaly=Normal
"{humidity=Moderate, uhi=Neutral} → {precip=None}",0.13787954206072672,0.9052287581699346,1.433665412032636,"humidity=Moderate, uhi=Neutral",precip=None
"{season=Winter, uhi=Neutral} → {solar=Medium}",0.10676953708312593,0.6318114874815906,1.432628982336925,"season=Winter, uhi=Neutral",solar=Medium
"{season=Winter, temp=Low, uhi=Neutral} → {solar=Medium}",0.10104529616724739,0.6314152410575428,1.4317304958065502,"season=Winter, temp=Low, uhi=Neutral",solar=Medium
"{season=Winter, solar=Medium, temp=Low, uhi=Neutral} → {precip=None}",0.09133897461423594,0.9039408866995075,1.431625732265913,"season=Winter, solar=Medium, temp=Low, uhi=Neutral",precip=None
"{season=Post-Monsoon, wind=Light} → {precip=None}",0.09532105525136884,0.9033018867924528,1.4306137095514686,"season=Post-Monsoon, wind=Light",precip=None
"{season=Winter, temp=Low} → {precip=None, wind=Light}",0.1406172224987556,0.6042780748663101,1.4290696320263885,"season=Winter, temp=Low","precip=None, wind=Light"
"{temp=Low, uhi=Neutral} → {solar=Medium}",0.12419113987058238,0.630050505050505,1.4286359646122624,"temp=Low, uhi=Neutral",solar=Medium
"{solar=Medium, temp=Low, wind=Light} → {uhi=Neutral}",0.09631657541065207,0.6742160278745645,1.4242902208201893,"solar=Medium, temp=Low, wind=Light",uhi=Neutral
"{season=Winter, solar=Medium, uhi=Neutral} → {precip=None}",0.09581881533101046,0.8974358974358975,1.421323388213416,"season=Winter, solar=Medium, uhi=Neutral",precip=None
"{season=Monsoon, temp=High} → {anomaly=Normal}",0.12767546042807368,0.7370689655172414,1.4142994763363306,"season=Monsoon, temp=High",anomaly=Normal
"{solar=Medium, temp=Low, uhi=Neutral, wind=Light} → {precip=None}",0.0858636137381782,0.8914728682170543,1.4118793789894064,"solar=Medium, temp=Low, uhi=Neutral, wind=Light",precip=None
{season=Post-Monsoon} → {precip=None},0.1488302638128422,0.8912071535022354,1.4114585505604975,season=Post-Monsoon,precip=None
"{humidity=VeryHumid, season=Monsoon, uhi=Neutral} → {anomaly=Normal}",0.08511697361871579,0.7339055793991417,1.408229521502269,"humidity=VeryHumid, season=Monsoon, uhi=Neutral",anomaly=Normal
"{solar=Medium, temp=Low, uhi=Neutral} → {precip=None}",0.10975609756097561,0.8837675350701403,1.399675977891929,"solar=Medium, temp=Low, uhi=Neutral",precip=None
"{season=Winter, solar=Medium, temp=Low} → {uhi=Neutral}",0.10104529616724739,0.6623164763458401,1.399152261807353,"season=Winter, solar=Medium, temp=Low",uhi=Neutral
"{anomaly=Normal, solar=Medium, wind=Light} → {uhi=Neutral}",0.08760577401692385,0.6616541353383459,1.3977530577231725,"anomaly=Normal, solar=Medium, wind=Light",uhi=Neutral
"{anomaly=Normal, season=Winter, temp=Low} → {uhi=Neutral}",0.08188153310104529,0.6579999999999999,1.3900336487907463,"anomaly=Normal, season=Winter, temp=Low",uhi=Neutral
"{anomaly=Normal, season=Winter} → {uhi=Neutral}",0.08188153310104529,0.6579999999999999,1.3900336487907463,"anomaly=Normal, season=Winter",uhi=Neutral
{temp=Low} → {uhi=Neutral},0.19711299153807865,0.6578073089700998,1.38962658645734,temp=Low,uhi=Neutral
"{season=Winter, solar=Medium} → {uhi=Neutral}",0.10676953708312593,0.6569678407350689,1.3878531987768172,"season=Winter, solar=Medium",uhi=Neutral
"{precip=None, solar=Medium, wind=Light} → {uhi=Neutral}",0.12220009955201593,0.6555407209612817,1.3848383894965455,"precip=None, solar=Medium, wind=Light",uhi=Neutral
"{anomaly=Normal, temp=Low} → {solar=Medium}",0.08934793429566949,0.6105442176870749,1.3844055680963132,"anomaly=Normal, temp=Low",solar=Medium
"{precip=None, season=Winter, temp=Low} → {uhi=Neutral}",0.13091090094574415,0.6550435865504358,1.3837881865192698,"precip=None, season=Winter, temp=Low",uhi=Neutral
"{humidity=Moderate, precip=None, uhi=Neutral} → {solar=Medium}",0.08412145345943256,0.6101083032490976,1.3834171345682134,"humidity=Moderate, precip=None, uhi=Neutral",solar=Medium
"{precip=None, solar=Medium, temp=Low, wind=Light} → {uhi=Neutral}",0.0858636137381782,0.6546489563567363,1.3829545250480368,"precip=None, solar=Medium, temp=Low, wind=Light",uhi=Neutral
"{season=Post-Monsoon, temp=Medium} → {precip=None}",0.10228969636635142,0.8726114649681529,1.3820074364375399,"season=Post-Monsoon, temp=Medium",precip=None
"{temp=Low, wind=Light} → {precip=None}",0.18292682926829268,0.8708530805687204,1.3792225769511701,"temp=Low, wind=Light",precip=None
"{season=Winter, temp=Low, wind=Light} → {precip=None}",0.1406172224987556,0.8705701078582435,1.3787744159930715,"season=Winter, temp=Low, wind=Light",precip=None
"{precip=None, season=Winter} → {uhi=Neutral}",0.13787954206072672,0.6509988249118684,1.375243574393211,"precip=None, season=Winter",uhi=Neutral
"{humidity=Moderate, solar=Medium, wind=Light} → {precip=None}",0.09507217521154804,0.8681818181818182,1.3749919375067188,"humidity=Moderate, solar=Medium, wind=Light",precip=None
"{season=Winter, wind=Light} → {precip=None}",0.14733698357391736,0.8680351906158357,1.3747597145819581,"season=Winter, wind=Light",precip=None
"{humidity=Moderate, uhi=Neutral} → {solar=Medium}",0.09208561473369836,0.6045751633986929,1.370870771182815,"humidity=Moderate, uhi=Neutral",solar=Medium
"{anomaly=Normal, temp=Medium} → {uhi=Neutral}",0.13240418118466898,0.648780487804878,1.37055730809674,"anomaly=Normal, temp=Medium",uhi=Neutral
"{season=Monsoon, temp=Medium} → {anomaly=Normal}",0.10627177700348432,0.714046822742475,1.370124228165838,"season=Monsoon, temp=Medium",anomaly=Normal
"{season=Monsoon, wind=Light} → {anomaly=Normal}",0.14211050273768044,0.71375,1.3695546800382046,"season=Monsoon, wind=Light",anomaly=Normal
"{humidity=Moderate, solar=Medium} → {precip=None}",0.1445993031358885,0.8632986627043091,1.3672581894938567,"humidity=Moderate, solar=Medium",precip=None
{season=Monsoon} → {anomaly=Normal},0.2379293180686909,0.7123695976154992,1.3669059423204757,season=Monsoon,anomaly=Normal
{humidity=Dry} → {precip=None},0.17794922847187655,0.8624849215922799,1.3659694185880098,humidity=Dry,precip=None
"{anomaly=Normal, temp=Low} → {uhi=Neutral}",0.09457441513190643,0.6462585034013606,1.3652295828951981,"anomaly=Normal, temp=Low",uhi=Neutral
"{precip=None, season=Winter, solar=Medium, temp=Low} → {uhi=Neutral}",0.09133897461423594,0.6461267605633804,1.3649512744183292,"precip=None, season=Winter, solar=Medium, temp=Low",uhi=Neutral
"{precip=Light, solar=High} → {anomaly=Normal}",0.08710801393728224,0.7099391480730224,1.3622423576682923,"precip=Light, solar=High",anomaly=Normal
{temp=Low} → {precip=None},0.25759084121453457,0.8596345514950166,1.3614551154540704,temp=Low,precip=None
"{season=Winter, temp=Low} → {precip=None}",0.1998506719761075,0.8588235294117647,1.360170650838183,"season=Winter, temp=Low",precip=None
{season=Winter} → {precip=None},0.2117969138875062,0.8569989929506545,1.357281022339665,season=Winter,precip=None
"{humidity=Dry, season=Summer} → {precip=None}",0.1172224987555998,0.8563636363636364,1.3562747697710253,"humidity=Dry, season=Summer",precip=None
"{precip=None, season=Winter, solar=Medium} → {uhi=Neutral}",0.09581881533101046,0.6405990016638935,1.3532738110859748,"precip=None, season=Winter, solar=Medium",uhi=Neutral
"{precip=Light, temp=High} → {anomaly=Normal}",0.08312593330014932,0.7046413502109704,1.3520768601469337,"precip=Light, temp=High",anomaly=Normal
"{anomaly=Normal, season=Winter} → {precip=None}",0.10602289696366352,0.852,1.3493638155301537,"anomaly=Normal, season=Winter",precip=None
"{anomaly=Normal, season=Winter, temp=Low} → {precip=None}",0.10602289696366352,0.852,1.3493638155301537,"anomaly=Normal, season=Winter, temp=Low",precip=None
"{humidity=Dry, wind=Light} → {precip=None}",0.1134892981582877,0.842883548983364,1.334925541905856,"humidity=Dry, wind=Light",precip=None
"{anomaly=Normal, temp=Low, wind=Light} → {precip=None}",0.08188153310104529,0.8414322250639386,1.3326269926318113,"anomaly=Normal, temp=Low, wind=Light",precip=None
"{temp=Medium, wind=Light} → {uhi=Neutral}",0.1602787456445993,0.6307541625857003,1.332476459132147,"temp=Medium, wind=Light",uhi=Neutral
"{season=Winter, uhi=Neutral, wind=Light} → {precip=None}",0.1055251368840219,0.8362919132149901,1.3244859705549192,"season=Winter, uhi=Neutral, wind=Light",precip=None
"{solar=Medium, temp=Medium} → {uhi=Neutral}",0.11249377799900448,0.6269070735090153,1.3243494328912846,"solar=Medium, temp=Medium",uhi=Neutral
"{season=Winter, temp=Low, uhi=Neutral, wind=Light} → {precip=None}",0.10029865604778497,0.8360995850622407,1.3241813688530089,"season=Winter, temp=Low, uhi=Neutral, wind=Light",precip=None
"{anomaly=Normal, temp=Low} → {precip=None}",0.12220009955201593,0.8350340136054422,1.3224937590329786,"anomaly=Normal, temp=Low",precip=None
"{solar=Medium, wind=Light} → {uhi=Neutral}",0.17645594823295171,0.6230228471001757,1.3161439535481105,"solar=Medium, wind=Light",uhi=Neutral
